Cell_ID,Strain,Phenotype
3409539,DMA3984,enlarged
3409542,DMA3984,enlarged
3409546,DMA3984,enlarged
3409550,DMA3984,enlarged
3409551,DMA3984,enlarged
3409552,DMA3984,enlarged
3409559,DMA3984,enlarged
3409560,DMA3984,enlarged
3409566,DMA3984,enlarged
3409569,DMA3984,class E
3409572,DMA3984,enlarged
3409575,DMA3984,enlarged
3409576,DMA3984,enlarged
3409579,DMA3984,enlarged
3409582,DMA3984,enlarged
3409583,DMA3984,enlarged
3409587,DMA3984,enlarged
3409592,DMA3984,enlarged
3409593,DMA3984,enlarged
3409597,DMA3984,enlarged
3409599,DMA3984,enlarged
3409604,DMA3984,enlarged
3409607,DMA3984,enlarged
3409609,DMA3984,enlarged
3409611,DMA3984,enlarged
3409612,DMA3984,enlarged
3409615,DMA3984,enlarged
3409620,DMA3984,enlarged
3409621,DMA3984,enlarged
3409623,DMA3984,enlarged
3409626,DMA3984,enlarged
3409629,DMA3984,enlarged
3409631,DMA3984,enlarged
3409633,DMA3984,enlarged
3409644,DMA3984,enlarged
3409646,DMA3984,enlarged
3409647,DMA3984,enlarged
3409649,DMA3984,enlarged
3409650,DMA3984,enlarged
3409652,DMA3984,enlarged
3409653,DMA3984,enlarged
3409658,DMA3984,enlarged
3409662,DMA3984,enlarged
3415089,DMA1,negative
3415182,DMA1,negative
3420003,DMA3865,negative
3426321,DMA3865,negative
3428377,DMA1,negative
3428435,DMA1,negative
3433263,DMA1,negative
3433314,DMA1,negative
3442715,DMA1,negative
3452555,DMA4559,highly fragmented
3452556,DMA4559,highly fragmented
3452559,DMA4559,highly fragmented
3452560,DMA4559,highly fragmented
3452563,DMA4559,highly fragmented
3452564,DMA4559,highly fragmented
3452574,DMA4559,highly fragmented
3452580,DMA4559,highly fragmented
3452581,DMA4559,highly fragmented
3452597,DMA4559,highly fragmented
3452600,DMA4559,highly fragmented
3452602,DMA4559,highly fragmented
3452616,DMA4559,highly fragmented
3452622,DMA4559,highly fragmented
3452627,DMA4559,highly fragmented
3452641,DMA4559,highly fragmented
3452647,DMA4559,highly fragmented
3452648,DMA4559,highly fragmented
3452650,DMA4559,highly fragmented
3452654,DMA4559,highly fragmented
3452664,DMA4559,highly fragmented
3452685,DMA4559,highly fragmented
3452687,DMA4559,highly fragmented
3452705,DMA4559,highly fragmented
3452706,DMA4559,highly fragmented
3452709,DMA4559,highly fragmented
3452718,DMA4559,highly fragmented
3452720,DMA4559,highly fragmented
3452722,DMA4559,highly fragmented
3452728,DMA4559,highly fragmented
3452733,DMA4559,highly fragmented
3452736,DMA4559,highly fragmented
3452753,DMA4559,highly fragmented
3452766,DMA4559,highly fragmented
3452767,DMA4559,highly fragmented
3452769,DMA4559,highly fragmented
3452777,DMA4559,highly fragmented
3452781,DMA4559,highly fragmented
3452795,DMA4559,highly fragmented
3458016,DMA3865,negative
3459640,TSA218,multilobed
3459665,TSA218,multilobed
3459666,TSA218,multilobed
3459675,TSA218,highly fragmented
3459709,TSA218,multilobed
3459715,TSA218,multilobed
3459718,TSA218,multilobed
3459726,TSA218,multilobed
3459741,TSA218,multilobed
3459751,TSA218,multilobed
3459752,TSA218,multilobed
3459753,TSA218,multilobed
3459832,TSA410,multilobed
3459871,TSA410,multilobed
3459897,TSA410,multilobed
3459954,TSA410,multilobed
3459993,TSA410,multilobed
3460009,TSA410,multilobed
3460013,TSA410,multilobed
3460018,TSA410,multilobed
3461066,TSA412,multilobed
3461069,TSA412,multilobed
3461074,TSA412,class E
3462229,DMA3215,class E
3462230,DMA3215,class E
3462239,DMA3215,class E
3462243,DMA3215,class E
3462251,DMA3215,class E
3462263,DMA3215,class E
3462299,DMA3215,class E
3462301,DMA3215,class E
3462303,DMA3215,class E
3462305,DMA3215,class E
3462311,DMA3215,class E
3462330,DMA3215,multilobed
3462338,DMA3215,class E
3478891,DMA1,negative
3487824,DMA1,negative
3497524,DMA1,negative
3498544,DMA1,negative
3499381,DMA1,negative
3500563,DMA1,negative
3500903,DMA1,negative
3501389,DMA1,negative
3501426,DMA1,negative
3504125,DMA3865,negative
3505480,DMA3865,negative
3511782,DMA1,negative
3519271,DMA3865,negative
3521273,DMA1,negative
3521306,DMA1,negative
3524148,DMA1,negative
3533810,DMA3865,negative
3534735,DMA3865,negative
3536216,DMA3865,negative
3540110,DMA1,negative
3544678,DMA1,negative
3568449,DMA1,negative
3571438,DMA1,negative
3571780,DMA1,enlarged
3578595,DMA649,highly fragmented
3578597,DMA649,highly fragmented
3578600,DMA649,highly fragmented
3578608,DMA649,highly fragmented
3578611,DMA649,highly fragmented
3578613,DMA649,highly fragmented
3578616,DMA649,highly fragmented
3578620,DMA649,highly fragmented
3578622,DMA649,highly fragmented
3578623,DMA649,highly fragmented
3578624,DMA649,highly fragmented
3578628,DMA649,highly fragmented
3578631,DMA649,highly fragmented
3578634,DMA649,highly fragmented
3578636,DMA649,highly fragmented
3578637,DMA649,highly fragmented
3578638,DMA649,highly fragmented
3578641,DMA649,highly fragmented
3578642,DMA649,highly fragmented
3578645,DMA649,highly fragmented
3578646,DMA649,highly fragmented
3578647,DMA649,highly fragmented
3578648,DMA649,highly fragmented
3578650,DMA649,highly fragmented
3578652,DMA649,highly fragmented
3578655,DMA649,highly fragmented
3578657,DMA649,highly fragmented
3578664,DMA649,highly fragmented
3578668,DMA649,highly fragmented
3578671,DMA649,highly fragmented
3578674,DMA649,highly fragmented
3578677,DMA649,highly fragmented
3578679,DMA649,highly fragmented
3578683,DMA649,highly fragmented
3578685,DMA649,highly fragmented
3578687,DMA649,highly fragmented
3578688,DMA649,highly fragmented
3578690,DMA649,highly fragmented
3578692,DMA649,highly fragmented
3578703,DMA649,highly fragmented
3578707,DMA649,highly fragmented
3578708,DMA649,highly fragmented
3578709,DMA649,highly fragmented
3578710,DMA649,highly fragmented
3578711,DMA649,highly fragmented
3578716,DMA649,highly fragmented
3578719,DMA649,highly fragmented
3578720,DMA649,highly fragmented
3578723,DMA649,highly fragmented
3578726,DMA649,highly fragmented
3578740,DMA649,highly fragmented
3588283,DMA-SLOW179,V-ATPase complex assembly defect
3588284,DMA-SLOW179,V-ATPase complex assembly defect
3588285,DMA-SLOW179,V-ATPase complex assembly defect
3588286,DMA-SLOW179,V-ATPase complex assembly defect
3588287,DMA-SLOW179,V-ATPase complex assembly defect
3588288,DMA-SLOW179,V-ATPase complex assembly defect
3588289,DMA-SLOW179,V-ATPase complex assembly defect
3588290,DMA-SLOW179,V-ATPase complex assembly defect
3588291,DMA-SLOW179,V-ATPase complex assembly defect
3588292,DMA-SLOW179,V-ATPase complex assembly defect
3588293,DMA-SLOW179,V-ATPase complex assembly defect
3588294,DMA-SLOW179,V-ATPase complex assembly defect
3588295,DMA-SLOW179,V-ATPase complex assembly defect
3588297,DMA-SLOW179,V-ATPase complex assembly defect
3588298,DMA-SLOW179,V-ATPase complex assembly defect
3588299,DMA-SLOW179,V-ATPase complex assembly defect
3588300,DMA-SLOW179,V-ATPase complex assembly defect
3588301,DMA-SLOW179,V-ATPase complex assembly defect
3588302,DMA-SLOW179,V-ATPase complex assembly defect
3588303,DMA-SLOW179,V-ATPase complex assembly defect
3588304,DMA-SLOW179,V-ATPase complex assembly defect
3588305,DMA-SLOW179,V-ATPase complex assembly defect
3588306,DMA-SLOW179,V-ATPase complex assembly defect
3588307,DMA-SLOW179,V-ATPase complex assembly defect
3588308,DMA-SLOW179,V-ATPase complex assembly defect
3588309,DMA-SLOW179,V-ATPase complex assembly defect
3588310,DMA-SLOW179,V-ATPase complex assembly defect
3588311,DMA-SLOW179,V-ATPase complex assembly defect
3588313,DMA-SLOW179,V-ATPase complex assembly defect
3588314,DMA-SLOW179,V-ATPase complex assembly defect
3588315,DMA-SLOW179,V-ATPase complex assembly defect
3588317,DMA-SLOW179,V-ATPase complex assembly defect
3588318,DMA-SLOW179,V-ATPase complex assembly defect
3588320,DMA-SLOW179,V-ATPase complex assembly defect
3588321,DMA-SLOW179,V-ATPase complex assembly defect
3588322,DMA-SLOW179,V-ATPase complex assembly defect
3588323,DMA-SLOW179,V-ATPase complex assembly defect
3588324,DMA-SLOW179,V-ATPase complex assembly defect
3588325,DMA-SLOW179,V-ATPase complex assembly defect
3588326,DMA-SLOW179,V-ATPase complex assembly defect
3588327,DMA-SLOW179,V-ATPase complex assembly defect
3588328,DMA-SLOW179,V-ATPase complex assembly defect
3588330,DMA-SLOW179,V-ATPase complex assembly defect
3588331,DMA-SLOW179,V-ATPase complex assembly defect
3588332,DMA-SLOW179,V-ATPase complex assembly defect
3588334,DMA-SLOW179,V-ATPase complex assembly defect
3588335,DMA-SLOW179,V-ATPase complex assembly defect
3588336,DMA-SLOW179,V-ATPase complex assembly defect
3588337,DMA-SLOW179,V-ATPase complex assembly defect
3588338,DMA-SLOW179,V-ATPase complex assembly defect
3588339,DMA-SLOW179,V-ATPase complex assembly defect
3588340,DMA-SLOW179,V-ATPase complex assembly defect
3588341,DMA-SLOW179,V-ATPase complex assembly defect
3588342,DMA-SLOW179,V-ATPase complex assembly defect
3588343,DMA-SLOW179,V-ATPase complex assembly defect
3588344,DMA-SLOW179,V-ATPase complex assembly defect
3588345,DMA-SLOW179,V-ATPase complex assembly defect
3588346,DMA-SLOW179,V-ATPase complex assembly defect
3588347,DMA-SLOW179,V-ATPase complex assembly defect
3588348,DMA-SLOW179,V-ATPase complex assembly defect
3588349,DMA-SLOW179,V-ATPase complex assembly defect
3588350,DMA-SLOW179,V-ATPase complex assembly defect
3588351,DMA-SLOW179,V-ATPase complex assembly defect
3588352,DMA-SLOW179,V-ATPase complex assembly defect
3588353,DMA-SLOW179,V-ATPase complex assembly defect
3588354,DMA-SLOW179,V-ATPase complex assembly defect
3588355,DMA-SLOW179,V-ATPase complex assembly defect
3588356,DMA-SLOW179,V-ATPase complex assembly defect
3588357,DMA-SLOW179,V-ATPase complex assembly defect
3588358,DMA-SLOW179,V-ATPase complex assembly defect
3588359,DMA-SLOW179,V-ATPase complex assembly defect
3588360,DMA-SLOW179,V-ATPase complex assembly defect
3588361,DMA-SLOW179,V-ATPase complex assembly defect
3588363,DMA-SLOW179,V-ATPase complex assembly defect
3588364,DMA-SLOW179,V-ATPase complex assembly defect
3588365,DMA-SLOW179,V-ATPase complex assembly defect
3588366,DMA-SLOW179,V-ATPase complex assembly defect
3588367,DMA-SLOW179,V-ATPase complex assembly defect
3588368,DMA-SLOW179,V-ATPase complex assembly defect
3588371,DMA-SLOW179,V-ATPase complex assembly defect
3588372,DMA-SLOW179,V-ATPase complex assembly defect
3588373,DMA-SLOW179,V-ATPase complex assembly defect
3588374,DMA-SLOW179,V-ATPase complex assembly defect
3588375,DMA-SLOW179,V-ATPase complex assembly defect
3588376,DMA-SLOW179,V-ATPase complex assembly defect
3588377,DMA-SLOW179,V-ATPase complex assembly defect
3588379,DMA-SLOW179,V-ATPase complex assembly defect
3588380,DMA-SLOW179,V-ATPase complex assembly defect
3588381,DMA-SLOW179,V-ATPase complex assembly defect
3588382,DMA-SLOW179,V-ATPase complex assembly defect
3588383,DMA-SLOW179,V-ATPase complex assembly defect
3588384,DMA-SLOW179,V-ATPase complex assembly defect
3588386,DMA-SLOW179,V-ATPase complex assembly defect
3588387,DMA-SLOW179,V-ATPase complex assembly defect
3588388,DMA-SLOW179,V-ATPase complex assembly defect
3588389,DMA-SLOW179,V-ATPase complex assembly defect
3588390,DMA-SLOW179,V-ATPase complex assembly defect
3588391,DMA-SLOW179,V-ATPase complex assembly defect
3588392,DMA-SLOW179,V-ATPase complex assembly defect
3588393,DMA-SLOW179,V-ATPase complex assembly defect
3588394,DMA-SLOW179,V-ATPase complex assembly defect
3588396,DMA-SLOW179,V-ATPase complex assembly defect
3588397,DMA-SLOW179,V-ATPase complex assembly defect
3588398,DMA-SLOW179,V-ATPase complex assembly defect
3588399,DMA-SLOW179,V-ATPase complex assembly defect
3588400,DMA-SLOW179,V-ATPase complex assembly defect
3588401,DMA-SLOW179,V-ATPase complex assembly defect
3588402,DMA-SLOW179,V-ATPase complex assembly defect
3588404,DMA-SLOW179,V-ATPase complex assembly defect
3588405,DMA-SLOW179,V-ATPase complex assembly defect
3588406,DMA-SLOW179,V-ATPase complex assembly defect
3588407,DMA-SLOW179,V-ATPase complex assembly defect
3588408,DMA-SLOW179,V-ATPase complex assembly defect
3588409,DMA-SLOW179,V-ATPase complex assembly defect
3588410,DMA-SLOW179,V-ATPase complex assembly defect
3588411,DMA-SLOW179,V-ATPase complex assembly defect
3588412,DMA-SLOW179,V-ATPase complex assembly defect
3588413,DMA-SLOW179,V-ATPase complex assembly defect
3588414,DMA-SLOW179,V-ATPase complex assembly defect
3588416,DMA-SLOW179,V-ATPase complex assembly defect
3588417,DMA-SLOW179,V-ATPase complex assembly defect
3589711,DMA1,negative
3590414,DMA1,negative
3590766,DMA1,enlarged
3592703,DMA3865,negative
3598487,DMA3865,negative
3599780,TSA72,multilobed
3599811,TSA72,multilobed
3599818,TSA72,multilobed
3599826,TSA72,multilobed
3599834,TSA72,multilobed
3599835,TSA72,multilobed
3599892,TSA72,highly fragmented
3599904,TSA72,multilobed
3599920,TSA72,multilobed
3600069,TSA72,multilobed
3600125,TSA72,multilobed
3601777,DMA1,negative
3602027,DMA1,negative
3602287,DMA1,negative
3611184,DMA1,negative
3617721,TSA202,multilobed
3621931,DMA1,negative
3621984,DMA1,negative
3627002,TSA635,sec
3627004,TSA635,sec
3627006,TSA635,sec
3627007,TSA635,sec
3627008,TSA635,sec
3627010,TSA635,sec
3627015,TSA635,sec
3627016,TSA635,sec
3627017,TSA635,sec
3627022,TSA635,sec
3627025,TSA635,sec
3627027,TSA635,sec
3627028,TSA635,sec
3627031,TSA635,sec
3627034,TSA635,sec
3627038,TSA635,sec
3627039,TSA635,sec
3627041,TSA635,sec
3627045,TSA635,sec
3627051,TSA635,sec
3627053,TSA635,sec
3627058,TSA635,sec
3627062,TSA635,sec
3627066,TSA635,sec
3627067,TSA635,sec
3627071,TSA635,sec
3627074,TSA635,sec
3627079,TSA635,sec
3627084,TSA635,sec
3627087,TSA635,sec
3627088,TSA635,sec
3627094,TSA635,sec
3627096,TSA635,sec
3627099,TSA635,sec
3627100,TSA635,sec
3627591,TSA408,multilobed
3627598,TSA408,multilobed
3627600,TSA408,multilobed
3627601,TSA408,multilobed
3627603,TSA408,multilobed
3627604,TSA408,multilobed
3627618,TSA408,multilobed
3627622,TSA408,multilobed
3627626,TSA408,enlarged
3627627,TSA408,multilobed
3627632,TSA408,multilobed
3627636,TSA408,multilobed
3627644,TSA408,multilobed
3627646,TSA408,multilobed
3627662,TSA408,multilobed
3627671,TSA408,multilobed
3627679,TSA408,multilobed
3627686,TSA408,multilobed
3627688,TSA408,multilobed
3627715,TSA408,multilobed
3627717,TSA408,multilobed
3627718,TSA408,multilobed
3627720,TSA408,multilobed
3627721,TSA408,multilobed
3627724,TSA408,multilobed
3627725,TSA408,enlarged
3627733,TSA408,multilobed
3627742,TSA408,multilobed
3627748,TSA408,multilobed
3627749,TSA408,multilobed
3627751,TSA408,multilobed
3627752,TSA408,multilobed
3627755,TSA408,enlarged
3627759,TSA408,multilobed
3627761,TSA408,multilobed
3627762,TSA408,multilobed
3627771,TSA408,multilobed
3627778,TSA408,multilobed
3627782,TSA408,multilobed
3627786,TSA408,multilobed
3627788,TSA408,multilobed
3627789,TSA408,multilobed
3627790,TSA408,multilobed
3627791,TSA408,multilobed
3627792,TSA408,multilobed
3627803,TSA408,multilobed
3627807,TSA408,multilobed
3627814,TSA408,multilobed
3627822,TSA408,multilobed
3650716,DMA1,negative
3660073,DMA1,negative
3690655,DMA4477,highly fragmented
3690663,DMA4477,highly fragmented
3690664,DMA4477,highly fragmented
3690667,DMA4477,highly fragmented
3690675,DMA4477,highly fragmented
3690686,DMA4477,highly fragmented
3690692,DMA4477,highly fragmented
3690693,DMA4477,highly fragmented
3690695,DMA4477,highly fragmented
3690701,DMA4477,highly fragmented
3690709,DMA4477,highly fragmented
3690711,DMA4477,highly fragmented
3690712,DMA4477,highly fragmented
3690719,DMA4477,highly fragmented
3690726,DMA4477,highly fragmented
3690729,DMA4477,highly fragmented
3690748,DMA4477,highly fragmented
3690751,DMA4477,highly fragmented
3690754,DMA4477,highly fragmented
3690756,DMA4477,highly fragmented
3690759,DMA4477,highly fragmented
3690764,DMA4477,highly fragmented
3690770,DMA4477,highly fragmented
3690787,DMA4477,highly fragmented
3690794,DMA4477,highly fragmented
3690802,DMA4477,highly fragmented
3690808,DMA4477,highly fragmented
3690814,DMA4477,highly fragmented
3690823,DMA4477,highly fragmented
3690825,DMA4477,highly fragmented
3690828,DMA4477,highly fragmented
3690834,DMA4477,highly fragmented
3690836,DMA4477,highly fragmented
3690853,DMA4477,highly fragmented
3690860,DMA4477,highly fragmented
3690866,DMA4477,highly fragmented
3690871,DMA4477,highly fragmented
3690873,DMA4477,highly fragmented
3690877,DMA4477,highly fragmented
3690879,DMA4477,highly fragmented
3690881,DMA4477,highly fragmented
3690889,DMA4477,highly fragmented
3690900,DMA4477,highly fragmented
3690903,DMA4477,highly fragmented
3690904,DMA4477,highly fragmented
3690909,DMA4477,highly fragmented
3690911,DMA4477,highly fragmented
3690912,DMA4477,highly fragmented
3690923,DMA4477,highly fragmented
3690927,DMA4477,highly fragmented
3690940,DMA4477,highly fragmented
3690941,DMA4477,highly fragmented
3690942,DMA4477,highly fragmented
3690944,DMA4477,highly fragmented
3690946,DMA4477,highly fragmented
3690950,DMA4477,highly fragmented
3690955,DMA4477,highly fragmented
3690960,DMA4477,highly fragmented
3690962,DMA4477,highly fragmented
3699637,DMA1,negative
3705479,DMA3865,negative
3709166,DMA1,negative
3718568,DMA1,negative
3720389,DMA1,negative
3720698,DMA1,negative
3721313,DMA1,negative
3721363,DMA1,negative
3722770,DMA3865,negative
3722866,DMA3865,negative
3729992,DMA1,negative
3730115,DMA1,negative
3730925,DMA1,negative
3732580,DMA1,negative
3732652,DMA1,negative
3732892,DMA1262,multilobed
3732898,DMA1262,multilobed
3732908,DMA1262,multilobed
3732910,DMA1262,multilobed
3732920,DMA1262,multilobed
3732921,DMA1262,multilobed
3734764,DMA1,negative
3735440,DMA1,negative
3736428,DMA1,negative
3736537,DMA1,negative
3737881,DMA1,negative
3738043,DMA1,negative
3739001,DMA1,negative
3739134,DMA1,negative
3739160,DMA1,negative
3739198,DMA1,negative
3740461,DMA1,negative
3745330,DMA4211,class E
3745339,DMA4211,class E
3745340,DMA4211,class E
3745341,DMA4211,class E
3745344,DMA4211,class E
3745350,DMA4211,class E
3745361,DMA4211,class E
3745366,DMA4211,class E
3745371,DMA4211,class E
3745381,DMA4211,class E
3745382,DMA4211,class E
3745387,DMA4211,class E
3745397,DMA4211,class E
3745399,DMA4211,class E
3746212,DMA1,negative
3746655,DMA1,negative
3748270,DMA1,negative
3749565,DMA1,negative
3750299,DMA1,negative
3751545,DMA1,negative
3752023,DMA1,multilobed
3752122,DMA1,negative
3752138,DMA1,negative
3752149,DMA1,negative
3752496,DMA1,negative
3752575,DMA1,negative
3752675,DMA1,negative
3753415,DMA1,negative
3753425,DMA1,negative
3754996,DMA1,negative
3758347,DMA1,negative
3758390,DMA1,negative
3758428,DMA1,negative
3758430,DMA1,negative
3760241,DMA1,negative
3760417,DMA1,enlarged
3761400,DMA1,negative
3761835,DMA-SLOW126,V-ATPase complex assembly defect
3761836,DMA-SLOW126,V-ATPase complex assembly defect
3761839,DMA-SLOW126,V-ATPase complex assembly defect
3761840,DMA-SLOW126,V-ATPase complex assembly defect
3761841,DMA-SLOW126,V-ATPase complex assembly defect
3761842,DMA-SLOW126,V-ATPase complex assembly defect
3761843,DMA-SLOW126,V-ATPase complex assembly defect
3761846,DMA-SLOW126,V-ATPase complex assembly defect
3761847,DMA-SLOW126,V-ATPase complex assembly defect
3761848,DMA-SLOW126,V-ATPase complex assembly defect
3761849,DMA-SLOW126,V-ATPase complex assembly defect
3761850,DMA-SLOW126,V-ATPase complex assembly defect
3761851,DMA-SLOW126,V-ATPase complex assembly defect
3761852,DMA-SLOW126,V-ATPase complex assembly defect
3761853,DMA-SLOW126,V-ATPase complex assembly defect
3761854,DMA-SLOW126,V-ATPase complex assembly defect
3761856,DMA-SLOW126,V-ATPase complex assembly defect
3761858,DMA-SLOW126,V-ATPase complex assembly defect
3761860,DMA-SLOW126,V-ATPase complex assembly defect
3761861,DMA-SLOW126,V-ATPase complex assembly defect
3761862,DMA-SLOW126,V-ATPase complex assembly defect
3761863,DMA-SLOW126,V-ATPase complex assembly defect
3761864,DMA-SLOW126,V-ATPase complex assembly defect
3761865,DMA-SLOW126,V-ATPase complex assembly defect
3761866,DMA-SLOW126,V-ATPase complex assembly defect
3761867,DMA-SLOW126,V-ATPase complex assembly defect
3761868,DMA-SLOW126,V-ATPase complex assembly defect
3761869,DMA-SLOW126,V-ATPase complex assembly defect
3761871,DMA-SLOW126,V-ATPase complex assembly defect
3761872,DMA-SLOW126,V-ATPase complex assembly defect
3761873,DMA-SLOW126,V-ATPase complex assembly defect
3761874,DMA-SLOW126,V-ATPase complex assembly defect
3761875,DMA-SLOW126,V-ATPase complex assembly defect
3761876,DMA-SLOW126,V-ATPase complex assembly defect
3761877,DMA-SLOW126,V-ATPase complex assembly defect
3761878,DMA-SLOW126,V-ATPase complex assembly defect
3761879,DMA-SLOW126,V-ATPase complex assembly defect
3761880,DMA-SLOW126,V-ATPase complex assembly defect
3761882,DMA-SLOW126,V-ATPase complex assembly defect
3761883,DMA-SLOW126,V-ATPase complex assembly defect
3761884,DMA-SLOW126,V-ATPase complex assembly defect
3761885,DMA-SLOW126,V-ATPase complex assembly defect
3761886,DMA-SLOW126,V-ATPase complex assembly defect
3761887,DMA-SLOW126,V-ATPase complex assembly defect
3761888,DMA-SLOW126,V-ATPase complex assembly defect
3761889,DMA-SLOW126,V-ATPase complex assembly defect
3761890,DMA-SLOW126,V-ATPase complex assembly defect
3761891,DMA-SLOW126,V-ATPase complex assembly defect
3761892,DMA-SLOW126,V-ATPase complex assembly defect
3761893,DMA-SLOW126,V-ATPase complex assembly defect
3761894,DMA-SLOW126,V-ATPase complex assembly defect
3761895,DMA-SLOW126,V-ATPase complex assembly defect
3761896,DMA-SLOW126,V-ATPase complex assembly defect
3761897,DMA-SLOW126,V-ATPase complex assembly defect
3761898,DMA-SLOW126,V-ATPase complex assembly defect
3761899,DMA-SLOW126,V-ATPase complex assembly defect
3761900,DMA-SLOW126,V-ATPase complex assembly defect
3761901,DMA-SLOW126,V-ATPase complex assembly defect
3761902,DMA-SLOW126,V-ATPase complex assembly defect
3761903,DMA-SLOW126,V-ATPase complex assembly defect
3761904,DMA-SLOW126,V-ATPase complex assembly defect
3761905,DMA-SLOW126,V-ATPase complex assembly defect
3761906,DMA-SLOW126,V-ATPase complex assembly defect
3761908,DMA-SLOW126,V-ATPase complex assembly defect
3761909,DMA-SLOW126,V-ATPase complex assembly defect
3761910,DMA-SLOW126,V-ATPase complex assembly defect
3761911,DMA-SLOW126,V-ATPase complex assembly defect
3761912,DMA-SLOW126,V-ATPase complex assembly defect
3761913,DMA-SLOW126,V-ATPase complex assembly defect
3761915,DMA-SLOW126,V-ATPase complex assembly defect
3761916,DMA-SLOW126,V-ATPase complex assembly defect
3761917,DMA-SLOW126,V-ATPase complex assembly defect
3761918,DMA-SLOW126,V-ATPase complex assembly defect
3761921,DMA-SLOW126,V-ATPase complex assembly defect
3769277,DMA1,negative
3769845,DMA1,negative
3769881,DMA1,enlarged
3772696,DMA1,negative
3773099,DMA1,negative
3783279,DMA1,negative
3783842,DMA3865,negative
3788985,DMA1,negative
3789372,DMA1,negative
3790353,DMA-SLOW405,V-ATPase complex assembly defect
3790354,DMA-SLOW405,V-ATPase complex assembly defect
3790355,DMA-SLOW405,V-ATPase complex assembly defect
3790356,DMA-SLOW405,V-ATPase complex assembly defect
3790357,DMA-SLOW405,V-ATPase complex assembly defect
3790358,DMA-SLOW405,V-ATPase complex assembly defect
3790359,DMA-SLOW405,V-ATPase complex assembly defect
3790360,DMA-SLOW405,V-ATPase complex assembly defect
3790361,DMA-SLOW405,V-ATPase complex assembly defect
3790362,DMA-SLOW405,V-ATPase complex assembly defect
3790363,DMA-SLOW405,V-ATPase complex assembly defect
3790364,DMA-SLOW405,V-ATPase complex assembly defect
3790366,DMA-SLOW405,V-ATPase complex assembly defect
3790368,DMA-SLOW405,V-ATPase complex assembly defect
3790370,DMA-SLOW405,V-ATPase complex assembly defect
3790372,DMA-SLOW405,V-ATPase complex assembly defect
3790374,DMA-SLOW405,V-ATPase complex assembly defect
3790375,DMA-SLOW405,V-ATPase complex assembly defect
3790376,DMA-SLOW405,V-ATPase complex assembly defect
3790377,DMA-SLOW405,V-ATPase complex assembly defect
3790378,DMA-SLOW405,V-ATPase complex assembly defect
3790379,DMA-SLOW405,V-ATPase complex assembly defect
3790380,DMA-SLOW405,V-ATPase complex assembly defect
3790381,DMA-SLOW405,V-ATPase complex assembly defect
3790382,DMA-SLOW405,V-ATPase complex assembly defect
3790383,DMA-SLOW405,V-ATPase complex assembly defect
3790385,DMA-SLOW405,V-ATPase complex assembly defect
3790386,DMA-SLOW405,V-ATPase complex assembly defect
3790388,DMA-SLOW405,V-ATPase complex assembly defect
3790389,DMA-SLOW405,V-ATPase complex assembly defect
3790390,DMA-SLOW405,V-ATPase complex assembly defect
3790391,DMA-SLOW405,V-ATPase complex assembly defect
3790392,DMA-SLOW405,V-ATPase complex assembly defect
3790393,DMA-SLOW405,V-ATPase complex assembly defect
3790395,DMA-SLOW405,V-ATPase complex assembly defect
3790396,DMA-SLOW405,V-ATPase complex assembly defect
3790397,DMA-SLOW405,V-ATPase complex assembly defect
3790398,DMA-SLOW405,V-ATPase complex assembly defect
3790399,DMA-SLOW405,V-ATPase complex assembly defect
3790401,DMA-SLOW405,V-ATPase complex assembly defect
3790402,DMA-SLOW405,V-ATPase complex assembly defect
3790403,DMA-SLOW405,V-ATPase complex assembly defect
3790404,DMA-SLOW405,V-ATPase complex assembly defect
3790405,DMA-SLOW405,V-ATPase complex assembly defect
3790406,DMA-SLOW405,V-ATPase complex assembly defect
3790407,DMA-SLOW405,V-ATPase complex assembly defect
3790408,DMA-SLOW405,V-ATPase complex assembly defect
3790409,DMA-SLOW405,V-ATPase complex assembly defect
3790410,DMA-SLOW405,V-ATPase complex assembly defect
3790412,DMA-SLOW405,V-ATPase complex assembly defect
3790413,DMA-SLOW405,V-ATPase complex assembly defect
3791741,DMA1,negative
3791756,DMA1,negative
3792398,DMA1,enlarged
3792762,DMA1,negative
3794430,TSA909,multilobed
3794431,TSA909,multilobed
3794437,TSA909,multilobed
3794442,TSA909,multilobed
3794451,TSA909,multilobed
3794455,TSA909,multilobed
3794468,TSA909,multilobed
3794472,TSA909,enlarged
3794490,TSA909,multilobed
3794494,TSA909,multilobed
3794499,TSA909,multilobed
3794503,TSA909,multilobed
3794504,TSA909,multilobed
3794508,TSA909,multilobed
3794518,TSA909,multilobed
3794521,TSA909,multilobed
3794525,TSA909,multilobed
3794531,TSA909,multilobed
3794535,TSA909,multilobed
3794541,TSA909,multilobed
3794544,TSA909,multilobed
3794546,TSA909,multilobed
3794547,TSA909,multilobed
3794571,TSA909,multilobed
3794573,TSA909,multilobed
3794574,TSA909,multilobed
3794581,TSA909,multilobed
3794592,TSA909,multilobed
3794594,TSA909,multilobed
3794615,TSA909,multilobed
3794617,TSA909,multilobed
3794618,TSA909,multilobed
3794644,TSA909,multilobed
3794646,TSA909,multilobed
3794656,TSA909,multilobed
3797037,DMA3865,negative
3799219,DMA3865,negative
3800186,DMA3865,negative
3800298,DMA3865,negative
3801486,DMA3865,negative
3801740,DMA3865,negative
3802850,DMA3865,negative
3803543,DMA3865,negative
